modelo_equipamento,num_série_equipamento,Quant,des_nome_equipamento,des_categoria,num_potencia,des_potencia,Marca,Id_sala,Setor,num_andar,des_nome_generico_equipamento,idade_equipamento,observ,responsável pela contagem,,,,,,,,,,,,,,,,,
,,8,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,Recepção SUINFRA,SUINFRA,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO LG 12000 BTUs,Climatização,12000,BTU,LG,Recepção SUINFRA,SUINFRA,5,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
ELITEONE 800,,1,HP ELITEONE 800 G1 AL-IN-ONE PC,Informática,200,W,HP,Recepção SUINFRA,SUINFRA,5,Computador,12 anos,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
Dialog 4222 lite,,1,TELEFONE DIGITAL ERICSSON DIALOG 4222 LITE,Outros,2,W,ERICSSON,Recepção SUINFRA,SUINFRA,5,Ramal,10 anos,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,6,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,SUIN501VCPO,SUINFRA,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO MITSUO 9000 BTUs,Climatização,9000,BTU,MITSUO,SUIN501VCPO,SUINFRA,5,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CPU DELL Optiplex 7050,Informática,70,W,DELL,SUIN501VCPO,SUINFRA,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,MONITOR HP ,Informática,30,W,HP,SUIN501VCPO,SUINFRA,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
BML351063,,1,TELEFONE AASTRA DT390 DESK CHARGER BML351063,Outros,14,W,AASTRA,SUIN501VCPO,SUINFRA,5,Ramal,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO HITACHI 9000 BTUs,Climatização,9000,BTU,HITACHI,SUIN502GES,SUINFRA,5,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,6,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,SUIN502GES,SUINFRA,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,3,CPU DELL Optiplex 7050,Informática,70,W,DELL,SUIN502GES,SUINFRA,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,4,MONITOR DELL P2217Hc 21.5 POLEGADAS,Informática,17,W,DELL,SUIN502GES,SUINFRA,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
PJ1006B1,,1,CAFETEIRA EXPRESSO ARNO DOLCE GUSTO PJ1006B1,Eletrodoméstico,1460,W,ARNO,SUIN502GES,SUINFRA,5,Cafeteira,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,6,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,SUIN503VCMAN,SUINFRA,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO MITSUO 9000 BTUs,Climatização,9000,BTU,MITSUO,SUIN503VCMAN,SUINFRA,5,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CPU DELL Optiplex 7050,Informática,70,W,DELL,SUIN503VCMAN,SUINFRA,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,MONITOR DELL P2217Hc 21.5 POLEGADAS,Informática,17,W,DELL,SUIN503VCMAN,SUINFRA,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
C6200,,1,POSITIVO MASTER C6200 MINIPRO,Informática,65,W,POSITIVO,SUIN503VCMAN,SUINFRA,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
L1710,,1,MONITOR HP L1710 17 POLEGADAS,Informática,30,W,HP,SUIN503VCMAN,SUINFRA,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
BML351063,,1,TELEFONE AASTRA DT390 DESK CHARGER BML351063,Outros,14,W,AASTRA,SUIN503VCMAN,SUINFRA,5,Ramal,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,SUIN508IMPR,SUINFRA,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
E52645,,1,IMPRESSORA HP LASER JET MANAGED MFP E52645,Informática,780,W,HP,SUIN508IMPR,SUINFRA,5,Impressora,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
HP E786z,,1,IMPRESSORA HP COLOR LASER JET MANAGED MFP E786,Informática,800,W,HP,SUIN508IMPR,SUINFRA,5,Impressora,2 anos,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
ELITEDESK 800 G1,,1,CPU HP ELITEDESK 800 G1 SFF,Informática,230,W,HP,SUIN508IMPR,SUINFRA,5,Computador,,ponto eletrônico ,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
L1750S,,1,MONITOR LG FLATRON L1750S 17 POLEGADAS,Informática,40,W,LG,SUIN508IMPR,SUINFRA,5,Computador,19 anos,ponto eletrônico ,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
B2317H,,1,,Informática,40,W,Dell,SUIN505GAB,SUINFRA,5,Computador,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,HP,SUIN505GAB,SUINFRA,5,Computador,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,150,W,Philips,SUIN505GAB,SUINFRA,5,TV,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,Dell,SUIN505GAB,SUINFRA,5,Computador,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
FTXS25KVM,,2,,Climatização,12000,BTU,Daikin,SUIN505GAB,SUINFRA,5,Ar Condicionado,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,10,W,Cisco,SUIN505GAB,SUINFRA,5,Modem,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
DS1008A,,1,,Informática,10,W,Dlink,SUIN505GAB,SUINFRA,5,Modem,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,HP,SUIN505GAB,SUINFRA,5,Computador,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,16,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,SUIN505GAB,SUINFRA,5,Lâmpadas,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
TSM,903AZXCAA,1,,Climatização,9000,BTU,LG,SUIN504VCADM,SUINFRA,5,Ar Condicionado,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,Positivo,SUIN504VCADM,SUINFRA,5,Computador,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,Positivo,SUIN504VCADM,SUINFRA,5,Computador,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,8,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,SUIN504VCADM,SUINFRA,5,Lâmpadas,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,10,W,Dlink,SUIN504VCADM,SUINFRA,5,Modem,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,8,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,SUIN506APOIO,SUINFRA,5,Lâmpadas,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
TSM,903AZXCAA,1,,Climatização,9000,BTU,LG,SUIN506APOIO,SUINFRA,5,Ar Condicionado,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,SUINFRACOPA,SUINFRA,5,Lâmpadas,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Climatização,12000,BTU,LG,SUINFRACOPA,SUINFRA,5,Ar Condicionado,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Climatização,50,W,LorenSId,SUINFRACOPA,SUINFRA,5,Ventilador,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,1200,W,CONSUL,SUINFRACOPA,SUINFRA,5,Microondas,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,90,W,CONSUL,SUINFRACOPA,SUINFRA,5,Geladeira,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,850,W,Britania,SUINFRACOPA,SUINFRA,5,Torradeira,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,700,W,Britania,SUINFRACOPA,SUINFRA,5,Cafeteira,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,1300,W,CrownImperial,SUINFRACOPA,SUINFRA,5,Chaleira Elétrica,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,14,W,AASTRA,SUINFRACOPA,SUINFRA,5,Modem,,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,220,W,APC,SUINFRACOPA,SUINFRA,5,Conservador(Nobreak),,,CANTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
5864-C19,L1C0AZN,1,Computador Desktop Lenovo ThinkCentre Core i7,Informática,280,W,LENOVO,Sala X,PROREXT,5,Computador,13,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
e2270Swn,FXVH4XA002512,1,Monitor LCD AOC 22 polegadas,Informática,30,W,AOC,Sala X,PROREXT,5,Computador,8,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
,6GDD0Y1,1,Computador Desktop Dell OptiPlex SFF,Informática,255,W,DELL,Sala X,PROREXT,5,Computador,11,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
F0W81A,CN45310Q59,2,Monitor LCD/LED F0W81A,Informática,20,W,HP,Sala X,PROREXT,5,Computador,10,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
,G3N5334MB7T1,1,Computador Desktop Dell OptiPlex SFF,Informática,250,W,DELL,Sala X,PROREXT,5,Computador,12,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
ECO II 12.000 BTU/h,ELGIN-AC-20220901,1,"Ar Condicionado Split ELGIN, 12000 BTUS, Frio",Climatização,12000,BTU,ELGIN,Sala X,PROREXT,5,Ar Condicionado,3,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,8,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,Sala X,PROREXT,5,Lâmpadas,,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
HOT EXPRESS 1.5L,,1,Chaleira Elétrica ARNO HOT EXPRESS 1.5 Litros,Eletrodoméstico,1200,W,ARNO,Sala Y,PROREXT,5,Chaleira Elétrica,5,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
Oster Programável 4401,OST-201811-01,1,Cafeteira Elétrica Oster Programável Inox,Eletrodoméstico,900,W,OSTER,Sala Y,PROREXT,5,Cafeteira,7,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
Phaser 3300MFP,XER-2015-001,1,Impressora Multifuncional Laser XEROX,Informática,450,W,XEROX,Sala Y,PROREXT,5,Impressora,10,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
e2270Swn,FXVH4XA002512,1,Monitor LCD AOC 22 polegadas,Informática,30,W,AOC,Sala Y,PROREXT,5,Computador,8,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
OptiPlex 3050 Micro,G/GD2MZ,1,Computador Desktop Dell OptiPlex Micro,Informática,65,W,DELL,Sala Y,PROREXT,5,Computador,8,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
M75q (1S)MT-M11JQ,PEDAR9AX,1,Computador Desktop Lenovo ThinkCentre M75q (Mini PC),Informática,65,W,LENOVO,Sala Y,PROREXT,5,Computador,3,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
61FA-KBR1-BR,SVA909833,1,Monitor LED Lenovo ThinkVision S22e-19,Informática,30,W,LENOVO,Sala Y,PROREXT,5,Computador,3,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,Sala Y,PROREXT,5,Lâmpadas,,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
AP514A,,1,Monitor LCD HP (Modelo AP514A),Informática,30,W,HP,Sala Y,PROREXT,5,Computador,10,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
42MQA-B09A5,,1,Ar Condicionado Split Carrier (Capacidade Sim.),Climatização,9000,BTU,Carrier,Sala Z,PROREXT,5,Ar Condicionado,10,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,20,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,Sala Z,PROREXT,5,Lâmpadas,,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
65PUG7406/78,TV-65-2023-01,1,Smart TV LED 4K 65 polegadas,Eletrodoméstico,150,W,PHILIPS,Sala Z,PROREXT,5,Televisão,2,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
,CN-0R6VFN-74445-774-87F5,1,Monitor LED Dell 20 polegadas,Informática,30,W,DELL,Sala Z,PROREXT,5,Computador,8,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
,D135TM2,1,Computador Desktop Dell OptiPlex,Informática,260,W,DELL,Sala Z,PROREXT,5,Computador,7,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
,9CJMDQ2,2,Computador Desktop Dell OptiPlex Core i5 7ª Geração,Informática,260,W,DELL,Sala Z,PROREXT,5,Computador,9,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
LA2205wg,,1,Monitor LCD HP LA2205wg,Informática,30,W,HP,Sala Z,PROREXT,5,Computador,15,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
7525-AT5,L3C1T05,1,Computador Desktop Lenovo ThinkCentre,Informática,280,W,Lenovo,Sala Z,PROREXT,5,Computador,13,,CONTAGEM NICOLE,,,,,,,,,,,,,,,,,
,,8,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,Sala 1 (sem identificação),PROREXT,5,Lâmpadas,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,4,Monitor,Informática,13,W,Dell,Sala 1 (sem identificação),PROREXT,5,Computador,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,3,Monitor,Informática,13,W,Dell,Sala 1 (sem identificação),PROREXT,5,Computador,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,1,Ar condicionado,Climatização,18000,BTU,Carrier,Sala 1 (sem identificação),PROREXT,5,Ar Condicionado,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,1,Ar condicionado,Climatização,12000,BTU,Komeco,Sala 1 (sem identificação),PROREXT,5,Ar Condicionado,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
Sony SS?ESX6,,1,Aparelho de Som,Outros,70,W,Sony,Sala 1 (sem identificação),PROREXT,5,Aparelho de Som,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,2,Nobreak,Informática,300,W,Não identificada,Sala 1 (sem identificação),PROREXT,5,Nobreak,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
ThinkCentre M80s Gen 3,,3,Computador,Informática,260,W,Lenovo,Sala 1 (sem identificação),PROREXT,5,Computador,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
ThinkCentre M75q,,2,Computador,Informática,70,W,Lenovo,Sala 1 (sem identificação),PROREXT,5,Computador,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
HP Deskjet Ink Advantage 2546 All-In-One,,1,IMPRESSORA HP LASER JET MANAGED MFP E52645,Informática,780,W,HP,Sala 2 (sem identificação),PROREXT,5,Impressora,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,2,Monitor,Informática,13,W,Dell,Sala 2 (sem identificação),PROREXT,5,Computador,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
Optiplus 3080,,2,Computador,Informática,60,W,Dell,Sala 2 (sem identificação),PROREXT,5,Computador,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,1,Frigobar,Eletrodoméstico,80,W,Electrolux,Sala 2 (sem identificação),PROREXT,5,Frigobar,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,1,Nobreak,Informática,300,W,Não identificada,Sala 2 (sem identificação),PROREXT,5,Nobreak,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
Telefone Sem Fio Intelbras TS40,,1,Telefone fixo/ramal,Outros,3,W,Intelbras,Sala 2 (sem identificação),PROREXT,5,Ramal,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,8,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,Sala 2 (sem identificação),PROREXT,5,Lâmpadas,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,Espaço comum entre salas,PROREXT,5,Lâmpadas,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,1,Geladeira ,Eletrodoméstico,90,W,Cônsul,Espaço comum entre salas,PROREXT,5,Geladeira,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
Brastemp Ative,,1,Microondas,Eletrodoméstico,820,W,Brastemp,Espaço comum entre salas,PROREXT,5,Microondas,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
Martau Sanduicheira Mini Grill,,1,Torradeira,Eletrodoméstico,700,W,Martau,Espaço comum entre salas,PROREXT,5,Torradeira,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
HP LasetJet Pro,,1,IMPRESSORA HP LASER JET MANAGED MFP E52645,Informática,780,W,HP,Espaço comum entre salas,PROREXT,5,Impressora,,,CONTAGEM VICTÓRIA,,,,,,,,,,,,,,,,,
,,1,MONITOR LG FLATON w1943c,Informática,24,W,LG,RECEPÇÃO PROREXT,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CPU HP Compaq 8200 Elite SFF,Informática,240,W,HP,RECEPÇÃO PROREXT,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,RAMAL INTELBRAS TIP200S,Outros,3,W,INTELBRAS,RECEPÇÃO PROREXT,PROREXT,5,Ramal,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,RECEPÇÃO PROREXT,PROREXT,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,2,LÂMPADA SPOT LED BRANCA,Iluminação,7,W,GENÉRICO,RECEPÇÃO PROREXT,PROREXT,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,DEPOSITO,PROREXT,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO KOMECO 9000 BTUS,Climatização,9000,BTU,KOMECO,ASSESSORIA TÉCNICA,PROREXT,5,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,MONITOR DELL dt05tm2,Informática,30,W,DELL,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CPU DELL OPTIPLEX 7050,Informática,180,W,DELL,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,MONITOR LENOVO THINKVISION s2e-18,Informática,22,W,LENOVO,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,MONITOR DELL reva00,Informática,30,W,DELL,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CPU LENOVO THINKCENTRE M75s Gen 2,Informática,180,W,LENOVO,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CPU DELL OPTIPLEX 9010,Informática,240,W,DELL,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,RAMAL SIEMENS euro7805s,Outros,4,W,SIEMENS,ASSESSORIA TÉCNICA,PROREXT,5,Ramal,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CHALEIRA ELETRICA ARNO ko299*,Eletrodoméstico,1500,W,ARNO,ASSESSORIA TÉCNICA,PROREXT,5,Chaleira Elétrica,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CAFETEIRA BRITÂNIA cp38 800w,Eletrodoméstico,800,W,BRITÂNIA,ASSESSORIA TÉCNICA,PROREXT,5,Cafeteira,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,MONITOR DELL hz54tm2,Informática,30,W,DELL,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,MONITOR DELL reva00,Informática,30,W,DELL,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CPU DELL OPTIPLEX 7050,Informática,180,W,DELL,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,CPU DELL OPTIPLEX 9010,Informática,240,W,DELL,ASSESSORIA TÉCNICA,PROREXT,5,Computador,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,TELEFONE ATCOM D26,Outros,3,W,ATCOM,ASSESSORIA TÉCNICA,PROREXT,5,Ramal,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,17,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,ASSESSORIA TÉCNICA,PROREXT,5,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
BOISB-1807-02,BRBST330P8,1,IMPRESSORA HP LASER JET MANAGED MFP E52645,Informática,780,W,HP,PPLAN517DCF-RECEPÇÃO,PROPLAN,5,Impressora,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,PPLAN517DCF-RECEPÇÃO,PROPLAN,5,Lâmpadas,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
D173A (ThinkVision L173),VF30846,1,MONITOR LENOVO 17 POLEGADAS,Informática,24,W,LENOVO,PPLAN517DCF-RECEPÇÃO,PROPLAN,5,Computador,17,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
Compaq 8200 Elite SFF (Small Form Factor),,1,VENTILADOR DE PAREDE,Climatização,130,W,,PPLAN517DCF-RECEPÇÃO,PROPLAN,5,Outros,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
,,1,DESKTOP HP COMPAQ 8200 ELITE SFF,Informática,240,W,HP,PPLAN517DCF-RECEPÇÃO,PROPLAN,5,Computador,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,PPLAN513DCF-COPA,PROPLAN,5,Lâmpadas,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
MXSA35P1,,1,FORNO DE MICRO-ONDAS MIDEA 35L,Eletrodoméstico,1000,W,MIDEA,PPLAN513DCF-COPA,PROPLAN,5,Microondas,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
CRC24CBANA,JL2862768,1,REFRIGERADOR CONSUL 240L,Eletrodoméstico,90,W,CONSUL,PPLAN513DCF-COPA,PROPLAN,5,Geladeira,7,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
LÂMPADA TUBULAR,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Lâmpadas,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
PICCOLO,,1,CAFETEIRA NESCAFÉ DOLCE GUSTO PICCOLO,Eletrodoméstico,1340,W,ARNO,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Cafeteira,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
23512,,1,CHALEIRA ELÉTRICA,Eletrodoméstico,850,W,SESTRELAS,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Chaleira Elétrica,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
224E5Q,ZJ8A1446051535,1,MONITOR PHILIPS 21.5 POLEGADAS,Informática,19,W,PHILIPS,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Computador,12,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
D2216Hc,BR-070G3H-07591-65S-2XKL,1,MONITOR DELL 21.5 POLEGADAS,Informática,18,W,DELL,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Computador,9,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
D26,X5HYASC882,1,TELEFONE IP ATCOM D26,Informática,3,W,ATCOM,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Ramal,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
,,1,VENTILADOR DE MESA ARNO,Climatização,55,W,ARNO,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Outros,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
POSITIVO MASTER C4400 MINIPRO ROHS,5A421J20S,1,DESKTOP POSITIVO MASTER C4400 MINIPRO,Informática,65,W,POSITIVO,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Computador,4,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
INVERTER,,1,AR CONDICIONADO SPLIT INVERTER MIDEA/TCL,Climatização,9000,BTU,TCL,PPLAN516DCF-DIREÇÃO,PROPLAN,5,Ar Condicionado,,,CONTAGEM JÚLIA,,,,,,,,,,,,,,,,,
