modelo_equipamento,num_série_equipamento,Quant,des_nome_equipamento,des_categoria,num_potencia,des_potencia,Marca,Id_sala,Setor,num_andar,des_nome_generico_equipamento,idade_equipamento,observ,responsável pela contagem,,,,,,,,,,,,,,,,,
,,1,Monitor,Informática,40,W,SAMSUNG,DCP- Divisão de concursos públicos,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,0M12060500189,3,Telefone,Informática,5,W,IntelBras,DCP- Divisão de concursos públicos,PROGESP,4,Ramal,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
55PUG7908/78,AF1A2328052078,1,TV,Eletrodoméstico,155,W,Philips,DCP- Divisão de concursos públicos,PROGESP,4,Televisão,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,E017628,1,AR CONDICIONADO ,Climatização,30000,BTU,Fujitsu,DCP- Divisão de concursos públicos,PROGESP,4,Ar Condicionado,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
QZ7110AV#085,BRG338F3SM,6,CPU,Informática,100,W,HP,DCP- Divisão de concursos públicos,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,CPU,Informática,100,W,Lenovo,DCP- Divisão de concursos públicos,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,CPU,Informática,100,W,Daten,DCP- Divisão de concursos públicos,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,CPU,Informática,100,W,Dell,DCP- Divisão de concursos públicos,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,64104185600,3,Nobreak,Informática,300,W,Ragtech,DCP- Divisão de concursos públicos,PROGESP,4,Nobreak,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,16,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,DCP- Divisão de concursos públicos,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
CP28,63901084,1,Cafeteira,Eletrodoméstico,750,W,Britania,DCP- Divisão de concursos públicos,PROGESP,4,Cafeteira,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
CRC08A8ANA,JM4049701,1,,Eletrodoméstico,70,W,CONSUL,DCP- Divisão de concursos públicos,PROGESP,4,Frigobar,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,BR-0HJPT5TVB0078B3TGBA00,5,,Informática,40,W,DELL,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,5,,Informática,40,W,HP,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,LG,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,Daten,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,40,W,Lenovo,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,AOC,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
CP30-Inox,63901061,1,,Eletrodoméstico,800,W,Britania,CCMA e DIMA,PROGESP,4,Cafeteira,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
CE-UNI-I-B-127,,1,,Eletrodoméstico,1200,W,Uniterm,CCMA e DIMA,PROGESP,4,Chaleira Elétrica,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,541310000LL3C081120709,1,,Eletrodoméstico,70,W,Midea,CCMA e DIMA,PROGESP,4,Frigobar,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
SDESS1001,4.5021E+15,1,,Eletrodoméstico,750,W,Itatiaia,CCMA e DIMA,PROGESP,4,Torradeira,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,5,,Informática,100,W,HP,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,100,W,Lenovo,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,3,,Informática,100,W,DELL,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,Daten,CCMA e DIMA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,6,,Informática,300,W,Ragtech,CCMA e DIMA,PROGESP,4,Nobreak,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,16,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,CCMA e DIMA,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,10,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
43700BZ127,A0191DJ,1,,Eletrodoméstico,1200,W,Hamilton Beach,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Chaleira Elétrica,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,HP,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,Positivo,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,AOC,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,Lenovo,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,Positivo,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,Dell,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,Lenovo,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,HP,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,3,,Informática,300,W,Ragtech,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Nobreak,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,12000,BTU,AGRATTO,Núcleo de Planejamento e Gestão – NPG,PROGESP,4,Ar Condicionado,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,BanheiroFemProgesp,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,BanheiroMasProgesp,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
BRM44HBANA,JL9760953,1,,Eletrodoméstico,110,W,Brastemp,CopaProgesp,PROGESP,4,Geladeira,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,CopaProgesp,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
PMS25N2,AK047771X281B,1,,Eletrodoméstico,1400,W,Philco,CopaProgesp,PROGESP,4,Microondas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,215,W,Everest,CopaProgesp,PROGESP,4,Refrigerador de agua,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
VMS45BBHNA,,1,,Eletrodoméstico,1500,W,Brastemp,CopaProgesp,PROGESP,4,Forno Elétrico,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
788311654,36935900038,1,,Eletrodoméstico,3000,W,Fischer,CopaProgesp,PROGESP,4,Fogão Elétrico,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
SAM253,,1,,Eletrodoméstico,750,W,Cadence,CopaProgesp,PROGESP,4,Torradeira,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
42MLCD12M5,,1,,Climatização,12000,BTU,Midea,CopaProgesp,PROGESP,4,Ar Condicionado,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,24,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,CorredorProgesp,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,4,,Informática,40,W,Lenovo,GerênciaAdministativaProgesp,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,40,W,AOC,GerênciaAdministativaProgesp,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,40,W,HP,GerênciaAdministativaProgesp,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,LG,GerênciaAdministativaProgesp,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,100,W,Lenovo,GerênciaAdministativaProgesp,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,100,W,HP,GerênciaAdministativaProgesp,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,100,W,Dell,GerênciaAdministativaProgesp,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,3,,Informática,300,W,Forceline,GerênciaAdministativaProgesp,PROGESP,4,Nobreak,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,300,W,APC,GerênciaAdministativaProgesp,PROGESP,4,RéguasNobreak,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,16,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,GerênciaAdministativaProgesp,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Eletrodoméstico,1000,W,NIKKO,GerênciaAdministativaProgesp,PROGESP,4,Chaleira Elétrica,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Climatização,30000,BTU,GREE,GerênciaAdministativaProgesp,PROGESP,4,Ar Condicionado,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,SalaReuniaoGerenciaAdministrativa,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
42MLCD12M5,,1,,Climatização,12000,BTU,Midea,SalaReuniaoGerenciaAdministrativa,PROGESP,4,Ar Condicionado,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,Lenovo,NGDPA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Informática,40,W,HP,NGDPA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
24BL550JBIAPONYSS,,2,,Informática,40,W,Positivo,NGDPA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,100,W,Positivo,NGDPA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,100,W,Lenovo,NGDPA,PROGESP,4,Computador,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
DS1008A,,1,,Informática,10,W,Dlink,NGDPA,PROGESP,4,Modem,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,1,,Climatização,9000,BTU,MITSUO,NGDPA,PROGESP,4,Ar Condicionado,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,2,,Informática,300,W,EXXAPOWER,NGDPA,PROGESP,4,Nobreak,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
CM321DB1,,1,,Eletrodoméstico,650,W,ARNO,NGDPA,PROGESP,4,Cafeteira,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
Tubo Led 1G3,6660,4,LÂMPADAS TUBULARES LED,Iluminação,18,W,INTRAL,NGDPA,PROGESP,4,Lâmpadas,,,CONTAGEM CAIO E GABRIEL,,,,,,,,,,,,,,,,,
,,8,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,AREA COMUM 3 ANDAR,ÁREA COMUM,3,Lâmpadas,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,2,LUMINÁRIA DE EMERGÊNCIA LED 960 LUMENS SEGURIMAX,Iluminação,4,W,SEGURIMAX,AREA COMUM 3 ANDAR,ÁREA COMUM,3,Lâmpada,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
P3225-LV MK II,,2,CÂMERA AXIS P3225-LV MK II,Outros,10.2,W,AXIS,AREA COMUM 3 ANDAR,ÁREA COMUM,3,Aparelho de Segurança,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,2,SENSOR DE PRESENÇA 360º DE SOBREPOR,Iluminação,1.2,W,GENÉRICO,AREA COMUM 3 ANDAR,ÁREA COMUM,3,Sensor de presença,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO KOMECO 18000 BTUS,Climatização,18000,BTU,KOMECO,DECROCON,PROPLAN,3,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO ELETROLUX 18000 BTUS,Climatização,18000,BTU,ELETROLUX,DECROCON,PROPLAN,3,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO ELETROLUX 9000 BTUS,Climatização,9000,BTU,ELETROLUX,DECROCON,PROPLAN,3,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,AR CONDICIONADO GREE 18000 BTUS,Climatização,18000,BTU,GREE,DECROCON,PROPLAN,3,Ar Condicionado,,,CONTAGEM FERNANDA,,,,,,,,,,,,,,,,,
,,1,Monitor 17'',Informática,15,W,Samsumg,Proplan - 303,PROPLAN,3,Computador,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,Switch de Rede,Informática,240,W,,Proplan - 303,PROPLAN,3,Roteador de Internet,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,2,LÂMPADAS TUBULARES LED,Iluminação,18,W,GENÉRICO,Proplan - 303,PROPLAN,3,Lâmpadas,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,Projetor Epson X24,Informática,200,W,Epson,Proplan - 303,PROPLAN,3,Projetor,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,1,Ar Condicionado,Climatização,1753,W,Consul,Proplan - 303,PROPLAN,3,Ar Condicionado,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
,,16,LÂMPADAS TUBULARES LED,Iluminação,18,W,GENÉRICO,Proplan - 303,PROPLAN,3,Lâmpadas,,,CONTAGEM LUCAS E ERICK,,,,,,,,,,,,,,,,,
7433ip,,2,TELEFONE AASTRA,Informática,2,W,AASTRA,DEP353DDCON,PROPLAN,3,Ramal,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
24BL550J,,1,MONITOR POSITIVO LED 24 POLEGADAS,Informática,25,W,POSITIVO,DEP353DDCON,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
22P2ES,,2,"MONITOR AOC 21,5 POLEGADAS",Informática,25,W,AOC,DEP353DDCON,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
OPTIPLEX 3060,,1,MINI CPU DELL OPTIPLEX 3060,Informática,65,W,DELL,DEP353DDCON,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,MONITOR LENOVO THINKVISION,Informática,25,W,LENOVO,DEP353DDCON,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,MINI CPU LENOVO THINKCENTRE ,Informática,65,W,LENOVO,DEP353DDCON,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
COMPAQ LA2205WG,,1,MONITOR HP COMPAQ LA2205WG,Informática,25,W,HP,DEP353DDCON,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
PI09R,,1,AR CONDICIONADO ELECTROLUX,Climatização,10000,BTU,ELECTROLUX,DEP353DDCON,PROPLAN,3,Ar Condicionado,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,6,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,DEP353DDCON,PROPLAN,3,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,BEBEDOURO DE MESA AGRATTO,Eletrodoméstico,65,W,AGRATTO,CORREDOR,PROPLAN,4,Refrigerador de água,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,DEP359DIR,PROPLAN,3,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,CHALEIRA ELÉTRICA 127 V,Eletrodoméstico,1500,W,GENÉRICO,DEP359DIR,PROPLAN,3,Chaleira Elétrica,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,TELEFONE AASTRA WIRELESS,Informática,3,W,AASTRA,DEP359DIR,PROPLAN,3,Ramal,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,AR CONDICIONADO ELGIN,Climatização,9000,BTU,ELGIN,DEP359DIR,PROPLAN,3,Ar Condicionado,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
RE90,,1,FRIGOBAR ELECTROLUX 93 L,Eletrodoméstico,80,W,ELECTROLUX,DEP359DIR,PROPLAN,3,Frigobar,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
24BL550J,,1,MONITOR POSITIVO LED 24 POLEGADAS,Informática,25,W,POSITIVO,DEP353DDCON,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,MONITOR DELL,Informática,25,W,DELL,DEP359DIR,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,CPU DELL,Informática,180,W,DELL,DEP359DIR,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
ATX 1000,,1,ESTABILIZADOR DE TENSÃO,Informática,650,W,ADVANCED,DEP359DIR,PROPLAN,3,Estabilizador,,A própria IA descreve como uma tecnologia ultrapassada usada em prédios públicos,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
COMPAQ LA2205WG,,2,MONITOR HP COMPAQ LA2205WG,Informática,25,W,HP,DIV360DIR,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,TELEFONE ATCOM,Informática,3.5,W,ATCOM,DIV360DIR,PROPLAN,3,Ramal,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,AR CONDICIONADO TCL,Climatização,12000,BTU,TCL,DIV360DIR,PROPLAN,3,Ar Condicionado,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,MONITOR DELL,Informática,25,W,DELL,DIV360DIR,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,CPU DELL,Informática,180,W,DELL,DIV360DIR,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
ATX 1000,,1,ESTABILIZADOR DE TENSÃO,Informática,650,W,ADVANCED,DIV360DIR,PROPLAN,3,Estabilizador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,DIV360DIR,PROPLAN,3,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,CPU HP HP ELITE DESK,Informática,180,W,HP,362ATETI,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,362ATETI,PROPLAN,3,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,MONITOR LG,Informática,25,W,LG,362ATETI,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,MONITOR DELL,Informática,25,W,DELL,362ATETI,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
COMPAQ LA2205WG,,2,MONITOR HP COMPAQ LA2205WG,Informática,25,W,HP,362ATETI,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
OPTIPLEX 5050,,2,CPU DELL OPTIPLEX 5050 SFF,Informática,180,W,DELL,362ATETI,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,TELEFONE AASTRA WIRELESS,Informática,3,W,AASTRA,362ATETI,PROPLAN,3,Ramal,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,MONITOR POSITIVO,Informática,25,W,POSITIVO,362ATETI,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
OPTIPLEX 7010,,1,CPU DELL OPTIPLEX 7010,Informática,180,W,DELL,362ATETI,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,AR CONDICIONADO ELGIN,Climatização,9000,BTU,ELGIN,362ATETI,PROPLAN,3,Ar Condicionado,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
20M5P0-M,,1,MONITOR 2O POLEGADAS DATEN,Informática,30,W,DATEN,SECRETARIA,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
TC 20,,1,TELEFONE INTELBRAS TC 20,Informática,3,W,INTELBRAS,SECRETARIA,PROPLAN,3,Ramal,,Muito antigo,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
PRODESK 600 G2 SFF,,1,CPU HP PRODESK 600 G2 SFF,Informática,180,W,HP,SECRETARIA,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,4,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,SECRETARIA,PROPLAN,3,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
RACK A,,1,RACK DE TELECOMUNICAÇÕES,Informática,500,W,GENÉRICO,PPLAN302PTE,PROPLAN,3,Rack,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,MONITOR SAMSUNG,Informática,25,W,SAMSUNG,PPLAN302PTE,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,CPU ANTIGA,Informática,180,W,GENÉRICO,PPLAN302PTE,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
PLUS 8,,1,ESTABILIZADOR DE TENSÃO,Informática,600,W,TEKTRON,PPLAN302PTE,PROPLAN,3,Estabilizador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,LÂMPADA TUBULAR FLUORESCENTE,Iluminação,30,W,GENÉRICO,PPLAN302PTE,PROPLAN,3,Lâmpadas,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,MONITOR DELL,Informática,25,W,DELL,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
24BL550J,,3,MONITOR POSITIVO LED 24 POLEGADAS,Informática,25,W,POSITIVO,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,MONITOR LG,Informática,25,W,LG,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
20M5P0-M,,1,MONITOR 2O POLEGADAS DATEN,Informática,30,W,DATEN,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
COMPAQ LA2205WG,,3,MONITOR HP COMPAQ LA2205WG,Informática,25,W,HP,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
22P2ES,,3,"MONITOR AOC 21,5 POLEGADAS",Informática,25,W,AOC,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,MONITOR LENOVO THINKVISION,Informática,25,W,LENOVO,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
OPTIPLEX 3060,,3,MINI CPU DELL OPTIPLEX 3060,Informática,65,W,DELL,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,2,MINI CPU LENOVO THINKCENTRE ,Informática,65,W,LENOVO,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,CPU DELL,Informática,180,W,DELL,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
Não identificado,,1,CPU HP HP ELITE DESK,Informática,180,W,HP,PPLAN309DPO,PROPLAN,3,Computador,,,CONTAGEM DIOVANA,,,,,,,,,,,,,,,,,
